Date,USD,IDR
2/4/2023,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/5/2023,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/6/2023,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/7/2023,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/8/2023,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/9/2023,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/10/2023,"1.667,60 (-956,89)","817.408 (-546.330,49)"
2/11/2023,"1.681,05 (-943,44)","826.865 (-536.873,21)"
2/12/2023,"1.669,59 (-954,90)","824.610 (-539.128,34)"
2/13/2023,"1.665,84 (-958,65)","823.347 (-540.391,33)"
2/14/2023,"1.643,60 (-980,89)","811.509 (-552.229,01)"
2/15/2023,"1.644,16 (-980,33)","811.786 (-551.952,52)"
2/16/2023,"1.644,16 (-980,33)","811.786 (-551.952,52)"
2/17/2023,"1.658,54 (-965,95)","820.646 (-543.092,88)"
2/18/2023,"1.650,05 (-974,44)","821.219 (-542.519,20)"
2/19/2023,"1.630,44 (-994,05)","810.883 (-552.855,59)"
2/20/2023,"1.635,68 (-988,81)","814.646 (-549.092,59)"
2/21/2023,"1.652,04 (-972,45)","827.468 (-536.270,47)"
2/22/2023,"1.657,60 (-966,89)","830.253 (-533.485,60)"
2/23/2023,"1.657,60 (-966,89)","830.253 (-533.485,60)"
2/24/2023,"1.651,15 (-973,34)","828.668 (-535.070,60)"
2/25/2023,"1.652,48 (-972,01)","828.273 (-535.465,67)"
2/26/2023,"1.666,40 (-958,09)","836.643 (-527.095,58)"
2/27/2023,"1.657,50 (-966,99)","831.109 (-532.629,76)"
2/28/2023,"1.642,42 (-982,07)","822.333 (-541.405,74)"
3/1/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/2/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/3/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/4/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/5/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/6/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/7/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/8/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/9/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/10/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/11/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/12/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/13/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/14/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/15/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/16/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/17/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/18/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/19/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/20/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/21/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/22/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/23/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/24/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/25/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/26/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/27/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/28/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/29/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/30/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
3/31/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/1/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/2/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/3/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/4/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/5/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/6/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/7/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/8/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/9/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/10/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/11/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/12/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/13/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/14/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/15/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/16/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/17/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/18/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/19/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/20/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/21/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/22/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/23/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/24/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/25/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/26/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/27/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/28/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/29/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
4/30/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/1/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/2/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/3/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/4/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/5/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/6/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/7/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/8/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/9/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/10/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/11/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/12/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/13/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/14/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/15/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/16/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/17/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/18/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/19/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/20/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/21/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/22/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/23/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/24/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/25/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/26/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/27/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/28/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/29/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/30/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
5/31/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/1/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/2/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/3/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/4/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/5/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/6/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/7/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/8/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/9/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/10/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/11/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/12/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/13/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/14/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/15/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/16/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/17/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/18/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/19/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/20/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/21/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/22/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/23/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/24/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/25/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/26/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/27/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/28/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/29/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
6/30/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/1/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/2/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/3/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/4/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/5/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/6/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/7/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/8/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/9/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/10/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/11/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/12/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/13/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/14/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/15/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/16/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/17/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/18/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/19/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/20/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/21/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/22/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/23/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/24/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/25/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/26/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/27/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/28/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/29/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/30/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
7/31/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/1/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/2/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/3/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/4/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/5/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/6/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/7/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/8/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/9/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/10/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/11/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/12/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/13/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/14/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/15/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/16/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/17/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/18/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/19/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/20/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/21/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/22/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/23/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/24/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/25/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/26/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/27/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/28/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/29/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/30/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
8/31/2023,"1.945,37 (-679,12)","953.125 (-410.613,71)"
9/1/2023,"1.945,37 (-679,12)","953.125 (-410.613,71)"
9/2/2023,"1.945,37 (-679,12)","953.125 (-410.613,71)"
9/3/2023,"1.945,37 (-679,12)","953.125 (-410.613,71)"
9/4/2023,"1.945,37 (-679,12)","953.125 (-410.613,71)"
9/5/2023,"1.945,37 (-679,12)","953.125 (-410.613,71)"
9/6/2023,"1.945,37 (-679,12)","953.125 (-410.613,71)"
9/7/2023,"1.945,37 (-679,12)","953.125 (-410.613,71)"
9/8/2023,"1.945,37 (-679,12)","953.125 (-410.613,71)"
9/9/2023,"1.919,14 (-705,35)","934.165 (-429.573,45)"
9/10/2023,"1.919,14 (-705,35)","934.165 (-429.573,45)"
9/11/2023,"1.923,66 (-700,83)","936.365 (-427.373,28)"
9/12/2023,"1.911,94 (-712,55)","930.660 (-433.078,14)"
9/13/2023,"1.909,78 (-714,71)","929.609 (-434.129,54)"
9/14/2023,"1.910,29 (-714,20)","929.857 (-433.881,30)"
9/15/2023,"1.925,48 (-699,01)","937.251 (-426.487,38)"
9/16/2023,"1.923,78 (-700,71)","936.424 (-427.314,87)"
9/17/2023,"1.923,78 (-700,71)","936.424 (-427.314,87)"
9/18/2023,"1.930,96 (-693,53)","939.919 (-423.819,92)"
9/19/2023,"1.931,48 (-693,01)","940.172 (-423.566,80)"
9/20/2023,"1.946,32 (-678,17)","947.395 (-416.343,25)"
9/21/2023,"1.919,25 (-705,24)","934.219 (-429.519,90)"
9/22/2023,"1.925,39 (-699,10)","937.207 (-426.531,18)"
9/23/2023,"1.925,42 (-699,07)","937.222 (-426.516,58)"
9/24/2023,"1.925,42 (-699,07)","937.222 (-426.516,58)"
9/25/2023,"1.916,77 (-707,72)","933.011 (-430.727,08)"
9/26/2023,"1.901,33 (-723,16)","925.496 (-438.242,69)"
9/27/2023,"1.875,71 (-748,78)","913.025 (-450.713,54)"
9/28/2023,"1.863,52 (-760,97)","907.091 (-456.647,17)"
9/29/2023,"1.854,22 (-770,27)","902.564 (-461.174,06)"
9/30/2023,"1.848,82 (-775,67)","899.936 (-463.802,57)"
10/1/2023,"1.802,08 (-822,41)","912.063 (-451.675,04)"
10/2/2023,"1.794,73 (-829,76)","901.131 (-462.607,74)"
10/3/2023,"1.798,03 (-826,46)","902.788 (-460.950,81)"
10/4/2023,"1.798,03 (-826,46)","902.788 (-460.950,81)"
10/5/2023,"1.772,75 (-851,74)","879.379 (-484.358,96)"
10/6/2023,"1.772,05 (-852,44)","877.893 (-485.845,65)"
10/7/2023,"1.781,44 (-843,05)","892.110 (-471.628,88)"
10/8/2023,"1.789,78 (-834,71)","898.760 (-464.978,04)"
10/9/2023,"1.804,23 (-820,26)","906.307 (-457.431,75)"
10/10/2023,"1.861,44 (-763,05)","938.097 (-425.641,06)"
10/11/2023,"1.874,57 (-749,92)","946.703 (-417.035,75)"
10/12/2023,"1.871,45 (-753,04)","945.247 (-418.491,09)"
10/13/2023,"1.926,28 (-698,21)","972.446 (-391.292,55)"
10/14/2023,"1.932,28 (-692,21)","975.475 (-388.263,57)"
10/15/2023,"1.932,28 (-692,21)","975.475 (-388.263,57)"
10/16/2023,"1.921,52 (-702,97)","970.475 (-393.263,10)"
10/17/2023,"1.924,60 (-699,89)","972.464 (-391.274,39)"
10/18/2023,"1.949,09 (-675,40)","984.964 (-378.774,72)"
10/19/2023,"1.960,13 (-664,36)","991.362 (-372.376,45)"
10/20/2023,"1.983,56 (-640,93)","1.010.036 (-353.702,71)"
10/21/2023,"1.981,23 (-643,26)","1.008.849 (-354.889,16)"
10/22/2023,"1.981,23 (-643,26)","1.008.849 (-354.889,16)"
10/23/2023,"1.975,85 (-648,64)","1.007.253 (-356.485,22)"
10/24/2023,"1.974,62 (-649,87)","1.012.149 (-351.589,01)"
10/25/2023,"1.978,21 (-646,28)","1.009.283 (-354.455,32)"
10/26/2023,"1.984,00 (-640,49)","1.012.365 (-351.373,69)"
10/27/2023,"1.983,13 (-641,36)","1.015.874 (-347.864,55)"
10/28/2023,"2.006,33 (-618,16)","1.027.758 (-335.980,17)"
10/29/2023,"2.006,33 (-618,16)","1.027.758 (-335.980,17)"
10/30/2023,"1.999,31 (-625,18)","1.024.676 (-339.061,99)"
10/31/2023,"1.991,61 (-632,88)","1.019.129 (-344.609,15)"
11/1/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
11/2/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
11/3/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
11/4/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
11/5/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
11/6/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
11/7/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
11/8/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
11/9/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
11/10/2023,"1.939,49 (-685,00)","975.810 (-387.928,61)"
11/11/2023,"1.937,99 (-686,50)","975.055 (-388.683,30)"
11/12/2023,"1.937,99 (-686,50)","975.055 (-388.683,30)"
11/13/2023,"1.946,23 (-678,26)","981.954 (-381.784,33)"
11/14/2023,"1.964,50 (-659,99)","992.435 (-371.303,15)"
11/15/2023,"1.962,08 (-662,41)","990.330 (-373.408,85)"
11/16/2023,"1.981,51 (-642,98)","987.650 (-376.088,43)"
11/17/2023,"1.981,17 (-643,32)","993.341 (-370.397,86)"
11/18/2023,"1.980,79 (-643,70)","993.150 (-370.588,39)"
11/19/2023,"1.980,79 (-643,70)","993.150 (-370.588,39)"
11/20/2023,"1.974,99 (-649,50)","984.464 (-379.274,72)"
11/21/2023,"2.001,99 (-622,50)","992.451 (-371.287,22)"
11/22/2023,"1.990,29 (-634,20)","987.739 (-375.999,48)"
11/23/2023,"1.990,68 (-633,81)","997.405 (-366.333,65)"
11/24/2023,"1.999,54 (-624,95)","1.002.423 (-361.315,88)"
11/25/2023,"2.002,39 (-622,10)","1.003.851 (-359.887,10)"
11/26/2023,"2.002,39 (-622,10)","1.003.851 (-359.887,10)"
11/27/2023,"2.010,31 (-614,18)","1.007.434 (-356.304,39)"
11/28/2023,"2.039,46 (-585,03)","1.018.108 (-345.630,56)"
11/29/2023,"2.041,66 (-582,83)","1.014.152 (-349.586,65)"
11/30/2023,"2.039,22 (-585,27)","1.008.613 (-355.125,79)"
12/1/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
12/2/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
12/3/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
12/4/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
12/5/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
12/6/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
12/7/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
12/8/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
12/9/2023,"1.823,86 (-800,63)","922.442 (-441.296,83)"
12/10/2023,"2.004,55 (-619,94)","1.001.261 (-362.477,76)"
12/11/2023,"1.981,69 (-642,80)","987.549 (-376.189,85)"
12/12/2023,"1.980,44 (-644,05)","994.184 (-369.554,10)"
12/13/2023,"1.981,60 (-642,89)","995.850 (-367.888,70)"
12/14/2023,"2.040,05 (-584,44)","1.025.093 (-338.645,93)"
12/15/2023,"2.034,07 (-590,42)","1.013.194 (-350.544,76)"
12/16/2023,"2.019,70 (-604,79)","1.006.036 (-357.702,62)"
12/17/2023,"2.019,70 (-604,79)","1.006.036 (-357.702,62)"
12/18/2023,"2.022,77 (-601,72)","1.008.215 (-355.523,09)"
12/19/2023,"2.045,24 (-579,25)","1.020.270 (-343.468,47)"
12/20/2023,"2.034,03 (-590,46)","1.014.024 (-349.714,54)"
12/21/2023,"2.041,89 (-582,60)","1.018.336 (-345.402,21)"
12/22/2023,"2.052,59 (-571,90)","1.025.058 (-338.680,04)"
12/23/2023,"2.053,00 (-571,49)","1.025.263 (-338.475,29)"
12/24/2023,"2.053,00 (-571,49)","1.025.263 (-338.475,29)"
12/25/2023,"2.055,71 (-568,78)","1.026.617 (-337.121,92)"
12/26/2023,"2.059,51 (-564,98)","1.028.514 (-335.224,21)"
12/27/2023,"2.082,01 (-542,48)","1.036.805 (-326.933,05)"
12/28/2023,"2.074,31 (-550,18)","1.027.969 (-335.769,31)"
12/29/2023,"2.066,05 (-558,44)","1.024.009 (-339.729,88)"
12/30/2023,"2.062,90 (-561,59)","1.022.447 (-341.291,14)"
12/31/2023,"2.062,90 (-561,59)","1.022.447 (-341.291,14)"
1/1/2024,"2.066,26 (-558,23)","1.024.113 (-339.625,80)"
1/2/2024,"2.066,41 (-558,08)","1.025.715 (-338.023,41)"
1/3/2024,"2.032,44 (-592,05)","1.011.075 (-352.663,57)"
1/4/2024,"2.045,05 (-579,44)","1.018.794 (-344.944,00)"
1/5/2024,"2.047,75 (-576,74)","1.022.115 (-341.623,16)"
1/6/2024,"2.045,57 (-578,92)","1.021.027 (-342.711,29)"
1/7/2024,"2.045,57 (-578,92)","1.021.027 (-342.711,29)"
1/8/2024,"2.032,94 (-591,55)","1.014.265 (-349.473,61)"
1/9/2024,"2.031,33 (-593,16)","1.013.723 (-350.015,63)"
1/10/2024,"2.027,30 (-597,19)","1.011.451 (-352.287,50)"
1/11/2024,"2.016,94 (-607,55)","1.009.525 (-354.213,95)"
1/12/2024,"2.050,22 (-574,27)","1.025.523 (-338.215,71)"
1/13/2024,"2.048,99 (-575,50)","1.024.907 (-338.830,96)"
1/14/2024,"2.048,99 (-575,50)","1.024.907 (-338.830,96)"
1/15/2024,"2.054,50 (-569,99)","1.027.730 (-336.008,80)"
1/16/2024,"2.034,68 (-589,81)","1.017.553 (-346.185,09)"
1/17/2024,"2.005,95 (-618,54)","1.005.572 (-358.166,87)"
1/18/2024,"2.014,19 (-610,30)","1.012.746 (-350.992,59)"
1/19/2024,"2.024,13 (-600,36)","1.017.158 (-346.580,40)"
1/20/2024,"2.029,63 (-594,86)","1.019.922 (-343.816,56)"
1/21/2024,"2.029,63 (-594,86)","1.019.922 (-343.816,56)"
1/22/2024,"2.023,47 (-601,02)","1.016.696 (-347.042,17)"
1/23/2024,"2.026,05 (-598,44)","1.017.927 (-345.810,99)"
1/24/2024,"2.014,62 (-609,87)","1.014.063 (-349.675,27)"
1/25/2024,"2.014,77 (-609,72)","1.018.220 (-345.518,86)"
1/26/2024,"2.018,06 (-606,43)","1.022.997 (-340.741,82)"
1/27/2024,"2.018,57 (-605,92)","1.023.255 (-340.483,29)"
1/28/2024,"2.018,57 (-605,92)","1.023.255 (-340.483,29)"
1/29/2024,"2.026,77 (-597,72)","1.031.452 (-332.286,49)"
1/30/2024,"2.035,28 (-589,21)","1.035.522 (-328.216,72)"
1/31/2024,"2.050,29 (-574,20)","1.041.246 (-322.492,13)"
2/1/2024,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/2/2024,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/3/2024,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/4/2024,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/5/2024,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/6/2024,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/7/2024,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/8/2024,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/9/2024,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/10/2024,"1.861,44 (-763,05)","938.097 (-425.641,06)"
2/11/2024,"1.874,57 (-749,92)","946.703 (-417.035,75)"
2/12/2024,"1.871,45 (-753,04)","945.247 (-418.491,09)"
2/13/2024,"1.926,28 (-698,21)","972.446 (-391.292,55)"
2/14/2024,"1.932,28 (-692,21)","975.475 (-388.263,57)"
2/15/2024,"1.932,28 (-692,21)","975.475 (-388.263,57)"
2/16/2024,"1.921,52 (-702,97)","970.475 (-393.263,10)"
2/17/2024,"1.924,60 (-699,89)","972.464 (-391.274,39)"
2/18/2024,"1.949,09 (-675,40)","984.964 (-378.774,72)"
2/19/2024,"1.960,13 (-664,36)","991.362 (-372.376,45)"
2/20/2024,"1.983,56 (-640,93)","1.010.036 (-353.702,71)"
2/21/2024,"1.981,23 (-643,26)","1.008.849 (-354.889,16)"
2/22/2024,"1.981,23 (-643,26)","1.008.849 (-354.889,16)"
2/23/2024,"1.975,85 (-648,64)","1.007.253 (-356.485,22)"
2/24/2024,"1.974,62 (-649,87)","1.012.149 (-351.589,01)"
2/25/2024,"1.978,21 (-646,28)","1.009.283 (-354.455,32)"
2/26/2024,"1.984,00 (-640,49)","1.012.365 (-351.373,69)"
2/27/2024,"1.983,13 (-641,36)","1.015.874 (-347.864,55)"
2/28/2024,"2.006,33 (-618,16)","1.027.758 (-335.980,17)"
2/29/2024,"2.006,33 (-618,16)","1.027.758 (-335.980,17)"
3/1/2024,"2.081,20 (-543,29)","1.051.524 (-312.214,27)"
3/2/2024,"2.082,55 (-541,94)","1.052.206 (-311.532,19)"
3/3/2024,"2.082,55 (-541,94)","1.052.206 (-311.532,19)"
