Date,USD,IDR
11/15/2018,"1.214,08 (-1.410,41)","576.292 (-787.446,70)"
11/16/2018,"1.221,25 (-1.403,24)","573.020 (-790.718,19)"
11/17/2018,"1.221,30 (-1.403,19)","573.044 (-790.694,73)"
11/18/2018,"1.221,30 (-1.403,19)","573.044 (-790.694,73)"
11/19/2018,"1.222,58 (-1.401,91)","573.330 (-790.408,60)"
11/20/2018,"1.223,99 (-1.400,50)","573.991 (-789.747,38)"
11/21/2018,"1.226,83 (-1.397,66)","576.585 (-787.153,37)"
11/22/2018,"1.227,90 (-1.396,59)","576.062 (-787.676,91)"
11/23/2018,"1.222,48 (-1.402,01)","571.947 (-791.791,82)"
11/24/2018,"1.223,17 (-1.401,32)","572.269 (-791.469,00)"
11/25/2018,"1.223,17 (-1.401,32)","572.269 (-791.469,00)"
11/26/2018,"1.222,49 (-1.402,00)","571.912 (-791.826,44)"
11/27/2018,"1.212,91 (-1.411,58)","565.597 (-798.141,02)"
11/28/2018,"1.213,78 (-1.410,71)","567.213 (-796.525,59)"
11/29/2018,"1.226,67 (-1.397,82)","568.228 (-795.510,62)"
11/30/2018,"1.224,12 (-1.400,37)","564.331 (-799.407,44)"
12/1/2018,"1.342,68 (-1.281,81)","578.540 (-785.198,72)"
12/2/2018,"1.330,61 (-1.293,88)","574.451 (-789.287,21)"
12/3/2018,"1.333,08 (-1.291,41)","575.518 (-788.220,86)"
12/4/2018,"1.333,08 (-1.291,41)","575.518 (-788.220,86)"
12/5/2018,"1.335,36 (-1.289,13)","579.507 (-784.231,24)"
12/6/2018,"1.329,54 (-1.294,95)","580.401 (-783.337,29)"
12/7/2018,"1.320,06 (-1.304,43)","574.353 (-789.385,56)"
12/8/2018,"1.317,22 (-1.307,27)","576.039 (-787.699,11)"
12/9/2018,"1.314,47 (-1.310,02)","576.569 (-787.169,01)"
12/10/2018,"1.245,63 (-1.378,86)","581.376 (-782.362,59)"
12/11/2018,"1.243,28 (-1.381,21)","584.116 (-779.622,06)"
12/12/2018,"1.245,34 (-1.379,15)","583.643 (-780.095,63)"
12/13/2018,"1.242,79 (-1.381,70)","580.810 (-782.928,93)"
12/14/2018,"1.239,92 (-1.384,57)","579.548 (-784.190,48)"
12/15/2018,"1.238,57 (-1.385,92)","578.917 (-784.821,48)"
12/16/2018,"1.238,57 (-1.385,92)","578.917 (-784.821,48)"
12/17/2018,"1.243,03 (-1.381,46)","584.159 (-779.579,66)"
12/18/2018,"1.248,43 (-1.376,06)","582.924 (-780.814,91)"
12/19/2018,"1.255,46 (-1.369,03)","580.434 (-783.304,48)"
12/20/2018,"1.259,66 (-1.364,83)","587.195 (-776.543,32)"
12/21/2018,"1.257,83 (-1.366,66)","585.574 (-778.164,74)"
12/22/2018,"1.255,77 (-1.368,72)","584.615 (-779.123,76)"
12/23/2018,"1.255,77 (-1.368,72)","584.615 (-779.123,76)"
12/24/2018,"1.268,01 (-1.356,48)","590.313 (-773.425,52)"
12/25/2018,"1.269,11 (-1.355,38)","590.825 (-772.913,42)"
12/26/2018,"1.277,27 (-1.347,22)","599.634 (-764.104,64)"
12/27/2018,"1.275,19 (-1.349,30)","597.058 (-766.680,06)"
12/28/2018,"1.279,50 (-1.344,99)","598.213 (-765.525,94)"
12/29/2018,"1.280,83 (-1.343,66)","598.834 (-764.904,12)"
12/30/2018,"1.280,83 (-1.343,66)","598.834 (-764.904,12)"
12/31/2018,"1.281,97 (-1.342,52)","596.853 (-766.885,32)"
1/1/2019,"1.282,85 (-1.341,64)","597.263 (-766.475,62)"
1/2/2019,"1.284,92 (-1.339,57)","597.566 (-766.172,85)"
1/3/2019,"1.288,98 (-1.335,51)","599.827 (-763.911,73)"
1/4/2019,"1.285,53 (-1.338,96)","593.096 (-770.642,20)"
1/5/2019,"1.284,96 (-1.339,53)","592.833 (-770.905,18)"
1/6/2019,"1.284,96 (-1.339,53)","592.833 (-770.905,18)"
1/7/2019,"1.287,56 (-1.336,93)","594.033 (-769.705,64)"
1/8/2019,"1.284,74 (-1.339,75)","579.555 (-784.183,09)"
1/9/2019,"1.288,72 (-1.335,77)","585.038 (-778.700,12)"
1/10/2019,"1.288,95 (-1.335,54)","584.024 (-779.714,60)"
1/11/2019,"1.289,74 (-1.334,75)","583.677 (-780.061,58)"
1/12/2019,"1.287,53 (-1.336,96)","582.677 (-781.061,72)"
1/13/2019,"1.287,53 (-1.336,96)","582.677 (-781.061,72)"
1/14/2019,"1.290,40 (-1.334,09)","582.980 (-780.758,59)"
1/15/2019,"1.288,02 (-1.336,47)","583.230 (-780.508,68)"
1/16/2019,"1.294,77 (-1.329,72)","589.200 (-774.538,26)"
1/17/2019,"1.291,33 (-1.333,16)","587.801 (-775.937,60)"
1/18/2019,"1.282,66 (-1.341,83)","584.844 (-778.894,38)"
1/19/2019,"1.281,56 (-1.342,93)","584.343 (-779.395,94)"
1/20/2019,"1.281,56 (-1.342,93)","584.343 (-779.395,94)"
1/21/2019,"1.277,63 (-1.346,86)","583.783 (-779.955,57)"
1/22/2019,"1.283,19 (-1.341,30)","586.695 (-777.043,76)"
1/23/2019,"1.285,38 (-1.339,11)","586.332 (-777.406,21)"
1/24/2019,"1.282,25 (-1.342,24)","582.967 (-780.771,56)"
1/25/2019,"1.298,92 (-1.325,57)","591.465 (-772.273,90)"
1/26/2019,"1.302,85 (-1.321,64)","593.254 (-770.484,37)"
1/27/2019,"1.302,85 (-1.321,64)","593.254 (-770.484,37)"
1/28/2019,"1.302,88 (-1.321,61)","588.032 (-775.706,78)"
1/29/2019,"1.309,67 (-1.314,82)","593.623 (-770.115,83)"
1/30/2019,"1.311,56 (-1.312,93)","595.070 (-768.668,82)"
1/31/2019,"1.320,94 (-1.303,55)","597.627 (-766.111,77)"
2/1/2019,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/2/2019,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/3/2019,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/4/2019,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/5/2019,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/6/2019,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/7/2019,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/8/2019,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/9/2019,"2.703,20 (-12,56)","1.423.410 (-6.613,66)"
2/10/2019,"1.189,73 (-1.434,76)","581.985 (-781.753,94)"
2/11/2019,"1.220,07 (-1.404,42)","598.317 (-765.421,82)"
2/12/2019,"1.220,10 (-1.404,39)","596.017 (-767.721,50)"
2/13/2019,"1.218,11 (-1.406,38)","595.045 (-768.693,62)"
2/14/2019,"1.218,11 (-1.406,38)","595.045 (-768.693,62)"
2/15/2019,"1.226,54 (-1.397,95)","601.213 (-762.525,00)"
2/16/2019,"1.228,67 (-1.395,82)","600.677 (-763.061,04)"
2/17/2019,"1.224,80 (-1.399,69)","597.683 (-766.055,61)"
2/18/2019,"1.227,83 (-1.396,66)","599.517 (-764.221,74)"
2/19/2019,"1.227,30 (-1.397,19)","600.600 (-763.138,93)"
2/20/2019,"1.226,48 (-1.398,01)","600.198 (-763.540,21)"
2/21/2019,"1.226,48 (-1.398,01)","600.198 (-763.540,21)"
2/22/2019,"1.222,31 (-1.402,18)","597.018 (-766.720,52)"
2/23/2019,"1.231,21 (-1.393,28)","601.998 (-761.740,11)"
2/24/2019,"1.227,99 (-1.396,50)","599.832 (-763.906,73)"
2/25/2019,"1.230,23 (-1.394,26)","601.598 (-762.140,17)"
2/26/2019,"1.232,76 (-1.391,73)","602.717 (-761.021,87)"
2/27/2019,"1.233,71 (-1.390,78)","603.181 (-760.557,40)"
2/28/2019,"1.233,71 (-1.390,78)","603.181 (-760.557,40)"
3/1/2019,"1.301,99 (-1.322,50)","590.686 (-773.052,69)"
3/2/2019,"1.293,66 (-1.330,83)","586.907 (-776.831,84)"
3/3/2019,"1.293,66 (-1.330,83)","586.907 (-776.831,84)"
3/4/2019,"1.289,09 (-1.335,40)","586.408 (-777.330,24)"
3/5/2019,"1.283,80 (-1.340,69)","583.878 (-779.860,49)"
3/6/2019,"1.286,82 (-1.337,67)","584.548 (-779.190,31)"
3/7/2019,"1.285,09 (-1.339,40)","583.762 (-779.976,17)"
3/8/2019,"1.299,11 (-1.325,38)","594.057 (-769.681,35)"
3/9/2019,"1.298,35 (-1.326,14)","593.710 (-770.028,88)"
3/10/2019,"1.298,35 (-1.326,14)","593.710 (-770.028,88)"
3/11/2019,"1.291,45 (-1.333,04)","594.748 (-768.990,48)"
3/12/2019,"1.297,99 (-1.326,50)","594.713 (-769.025,02)"
3/13/2019,"1.307,99 (-1.316,50)","600.052 (-763.686,27)"
3/14/2019,"1.295,09 (-1.329,40)","593.468 (-770.270,47)"
3/15/2019,"1.302,47 (-1.322,02)","599.237 (-764.501,73)"
3/16/2019,"1.302,16 (-1.322,33)","599.094 (-764.644,35)"
3/17/2019,"1.302,16 (-1.322,33)","599.094 (-764.644,35)"
3/18/2019,"1.303,04 (-1.321,45)","596.650 (-767.088,25)"
3/19/2019,"1.306,20 (-1.318,29)","597.509 (-766.229,25)"
3/20/2019,"1.301,53 (-1.322,96)","595.498 (-768.239,97)"
3/21/2019,"1.305,64 (-1.318,85)","591.964 (-771.774,56)"
3/22/2019,"1.312,29 (-1.312,20)","597.299 (-766.439,01)"
3/23/2019,"1.313,39 (-1.311,10)","597.800 (-765.938,33)"
3/24/2019,"1.313,39 (-1.311,10)","597.800 (-765.938,33)"
3/25/2019,"1.321,83 (-1.302,66)","604.447 (-759.291,94)"
3/26/2019,"1.315,94 (-1.308,55)","599.553 (-764.185,36)"
3/27/2019,"1.312,13 (-1.312,36)","599.125 (-764.613,46)"
3/28/2019,"1.290,50 (-1.333,99)","591.448 (-772.290,83)"
3/29/2019,"1.295,59 (-1.328,90)","593.322 (-770.416,23)"
3/30/2019,"1.292,13 (-1.332,36)","591.738 (-772.000,76)"
3/31/2019,"1.292,13 (-1.332,36)","591.738 (-772.000,76)"
4/1/2019,"1.289,67 (-1.334,82)","590.072 (-773.666,36)"
4/2/2019,"1.289,75 (-1.334,74)","590.357 (-773.380,96)"
4/3/2019,"1.291,04 (-1.333,45)","590.948 (-772.790,49)"
4/4/2019,"1.288,85 (-1.335,64)","587.666 (-776.071,98)"
4/5/2019,"1.292,03 (-1.332,46)","588.119 (-775.618,97)"
4/6/2019,"1.291,47 (-1.333,02)","587.865 (-775.873,88)"
4/7/2019,"1.291,47 (-1.333,02)","587.865 (-775.873,88)"
4/8/2019,"1.297,55 (-1.326,94)","590.090 (-773.648,64)"
4/9/2019,"1.304,31 (-1.320,18)","593.374 (-770.364,71)"
4/10/2019,"1.309,83 (-1.314,66)","596.096 (-767.642,92)"
4/11/2019,"1.293,07 (-1.331,42)","588.510 (-775.228,72)"
4/12/2019,"1.291,62 (-1.332,87)","587.725 (-776.013,23)"
4/13/2019,"1.290,50 (-1.333,99)","587.216 (-776.522,86)"
4/14/2019,"1.290,50 (-1.333,99)","587.216 (-776.522,86)"
4/15/2019,"1.289,39 (-1.335,10)","583.145 (-780.593,06)"
4/16/2019,"1.274,13 (-1.350,36)","576.203 (-787.535,59)"
4/17/2019,"1.273,61 (-1.350,88)","575.968 (-787.770,75)"
4/18/2019,"1.273,58 (-1.350,91)","573.907 (-789.831,64)"
4/19/2019,"1.275,67 (-1.348,82)","574.849 (-788.889,84)"
4/20/2019,"1.275,67 (-1.348,82)","574.849 (-788.889,84)"
4/21/2019,"1.275,67 (-1.348,82)","574.849 (-788.889,84)"
4/22/2019,"1.274,62 (-1.349,87)","576.015 (-787.723,79)"
4/23/2019,"1.272,81 (-1.351,68)","576.179 (-787.559,63)"
4/24/2019,"1.275,78 (-1.348,71)","578.836 (-784.902,61)"
4/25/2019,"1.277,64 (-1.346,85)","581.405 (-782.333,47)"
4/26/2019,"1.288,10 (-1.336,39)","587.573 (-776.165,47)"
4/27/2019,"1.286,10 (-1.338,39)","586.661 (-777.077,78)"
4/28/2019,"1.286,10 (-1.338,39)","586.661 (-777.077,78)"
4/29/2019,"1.279,13 (-1.345,36)","583.481 (-780.257,18)"
4/30/2019,"1.283,64 (-1.340,85)","586.653 (-777.085,63)"
5/1/2019,"1.280,61 (-1.343,88)","585.268 (-778.470,41)"
5/2/2019,"1.270,94 (-1.353,55)","582.074 (-781.663,97)"
5/3/2019,"1.280,82 (-1.343,67)","588.123 (-775.615,42)"
5/4/2019,"1.278,92 (-1.345,57)","587.251 (-776.487,85)"
5/5/2019,"1.278,92 (-1.345,57)","587.251 (-776.487,85)"
5/6/2019,"1.281,47 (-1.343,02)","589.493 (-774.245,75)"
5/7/2019,"1.284,29 (-1.340,20)","590.831 (-772.907,22)"
5/8/2019,"1.280,40 (-1.344,09)","588.877 (-774.861,46)"
5/9/2019,"1.284,03 (-1.340,46)","591.909 (-771.829,64)"
5/10/2019,"1.287,64 (-1.336,85)","593.946 (-769.792,92)"
5/11/2019,"1.285,74 (-1.338,75)","593.069 (-770.669,33)"
5/12/2019,"1.285,74 (-1.338,75)","593.069 (-770.669,33)"
5/13/2019,"1.300,32 (-1.324,17)","600.421 (-763.316,97)"
5/14/2019,"1.295,90 (-1.328,59)","601.797 (-761.941,44)"
5/15/2019,"1.297,77 (-1.326,72)","602.832 (-760.906,14)"
5/16/2019,"1.285,92 (-1.338,57)","597.741 (-765.997,20)"
5/17/2019,"1.275,87 (-1.348,62)","593.521 (-770.217,57)"
5/18/2019,"1.277,78 (-1.346,71)","594.409 (-769.329,06)"
5/19/2019,"1.277,78 (-1.346,71)","594.409 (-769.329,06)"
5/20/2019,"1.276,38 (-1.348,11)","594.127 (-769.611,00)"
5/21/2019,"1.273,75 (-1.350,74)","592.248 (-771.490,44)"
5/22/2019,"1.274,61 (-1.349,88)","593.713 (-770.025,10)"
5/23/2019,"1.285,84 (-1.338,65)","599.978 (-763.760,64)"
5/24/2019,"1.284,41 (-1.340,08)","596.750 (-766.988,16)"
5/25/2019,"1.285,00 (-1.339,49)","597.024 (-766.714,04)"
5/26/2019,"1.285,00 (-1.339,49)","597.024 (-766.714,04)"
5/27/2019,"1.285,23 (-1.339,26)","593.371 (-770.367,40)"
5/28/2019,"1.278,06 (-1.346,43)","590.883 (-772.855,87)"
5/29/2019,"1.281,97 (-1.342,52)","594.215 (-769.523,17)"
5/30/2019,"1.286,92 (-1.337,57)","596.510 (-767.228,75)"
5/31/2019,"1.304,53 (-1.319,96)","603.330 (-760.408,35)"
6/1/2019,"1.305,50 (-1.318,99)","603.779 (-759.959,73)"
6/2/2019,"1.305,50 (-1.318,99)","603.779 (-759.959,73)"
6/3/2019,"1.320,67 (-1.303,82)","610.795 (-752.943,78)"
6/4/2019,"1.323,39 (-1.301,10)","612.053 (-751.685,81)"
6/5/2019,"1.328,49 (-1.296,00)","614.411 (-749.327,12)"
6/6/2019,"1.339,61 (-1.284,88)","619.554 (-744.184,25)"
6/7/2019,"1.342,77 (-1.281,72)","621.016 (-742.722,79)"
6/8/2019,"1.340,59 (-1.283,90)","620.007 (-743.731,01)"
6/9/2019,"1.340,59 (-1.283,90)","620.007 (-743.731,01)"
6/10/2019,"1.327,41 (-1.297,08)","607.340 (-756.398,90)"
6/11/2019,"1.328,42 (-1.296,07)","608.955 (-754.783,63)"
6/12/2019,"1.332,82 (-1.291,67)","609.943 (-753.795,07)"
6/13/2019,"1.339,56 (-1.284,93)","614.578 (-749.160,18)"
6/14/2019,"1.347,14 (-1.277,35)","619.529 (-744.209,95)"
6/15/2019,"1.341,55 (-1.282,94)","616.958 (-746.780,70)"
6/16/2019,"1.341,55 (-1.282,94)","616.958 (-746.780,70)"
6/17/2019,"1.340,14 (-1.284,35)","618.119 (-745.619,50)"
6/18/2019,"1.347,19 (-1.277,30)","620.851 (-742.887,56)"
6/19/2019,"1.346,24 (-1.278,25)","617.686 (-746.052,17)"
6/20/2019,"1.387,18 (-1.237,31)","634.910 (-728.828,90)"
6/21/2019,"1.394,40 (-1.230,09)","632.834 (-730.904,04)"
6/22/2019,"1.399,31 (-1.225,18)","635.063 (-728.675,69)"
6/23/2019,"1.399,31 (-1.225,18)","635.063 (-728.675,69)"
6/24/2019,"1.414,55 (-1.209,94)","644.208 (-719.530,71)"
6/25/2019,"1.425,12 (-1.199,37)","647.784 (-715.954,07)"
6/26/2019,"1.414,75 (-1.209,74)","644.708 (-719.030,26)"
6/27/2019,"1.407,98 (-1.216,51)","641.895 (-721.843,77)"
6/28/2019,"1.409,46 (-1.215,03)","640.802 (-722.936,34)"
6/29/2019,"1.409,40 (-1.215,09)","640.775 (-722.963,61)"
6/30/2019,"1.409,40 (-1.215,09)","640.775 (-722.963,61)"
7/1/2019,"1.387,46 (-1.237,03)","629.729 (-734.009,09)"
7/2/2019,"1.405,38 (-1.219,11)","638.902 (-724.836,47)"
7/3/2019,"1.416,76 (-1.207,73)","644.986 (-718.751,99)"
7/4/2019,"1.415,57 (-1.208,92)","641.987 (-721.751,37)"
7/5/2019,"1.398,61 (-1.225,88)","636.184 (-727.554,46)"
7/6/2019,"1.399,15 (-1.225,34)","636.430 (-727.308,83)"
7/7/2019,"1.399,15 (-1.225,34)","636.430 (-727.308,83)"
7/8/2019,"1.396,82 (-1.227,67)","635.325 (-728.413,58)"
7/9/2019,"1.397,10 (-1.227,39)","634.644 (-729.094,75)"
7/10/2019,"1.412,12 (-1.212,37)","642.511 (-721.227,58)"
7/11/2019,"1.410,65 (-1.213,84)","638.985 (-724.753,69)"
7/12/2019,"1.411,02 (-1.213,47)","638.971 (-724.767,55)"
7/13/2019,"1.415,35 (-1.209,14)","640.932 (-722.806,74)"
7/14/2019,"1.415,35 (-1.209,14)","640.932 (-722.806,74)"
7/15/2019,"1.412,95 (-1.211,54)","634.621 (-729.117,71)"
7/16/2019,"1.408,25 (-1.216,24)","630.472 (-733.266,13)"
7/17/2019,"1.422,22 (-1.202,27)","637.824 (-725.914,37)"
7/18/2019,"1.426,46 (-1.198,03)","640.964 (-722.774,58)"
7/19/2019,"1.426,50 (-1.197,99)","638.092 (-725.645,98)"
7/20/2019,"1.425,19 (-1.199,30)","637.506 (-726.231,96)"
7/21/2019,"1.425,19 (-1.199,30)","637.506 (-726.231,96)"
7/22/2019,"1.425,68 (-1.198,81)","640.018 (-723.720,94)"
7/23/2019,"1.419,12 (-1.205,37)","637.529 (-726.209,61)"
7/24/2019,"1.422,53 (-1.201,96)","640.799 (-722.939,74)"
7/25/2019,"1.414,04 (-1.210,45)","635.838 (-727.900,75)"
7/26/2019,"1.419,10 (-1.205,39)","638.797 (-724.941,09)"
7/27/2019,"1.418,34 (-1.206,15)","638.455 (-725.283,20)"
7/28/2019,"1.418,34 (-1.206,15)","638.455 (-725.283,20)"
7/29/2019,"1.420,45 (-1.204,04)","639.816 (-723.922,38)"
7/30/2019,"1.428,73 (-1.195,76)","644.648 (-719.090,37)"
7/31/2019,"1.424,03 (-1.200,46)","642.161 (-721.577,29)"
8/1/2019,"1.419,39 (-1.205,10)","643.354 (-720.384,00)"
8/2/2019,"1.446,71 (-1.177,78)","660.621 (-703.117,06)"
8/3/2019,"1.440,65 (-1.183,84)","657.854 (-705.884,28)"
8/4/2019,"1.440,65 (-1.183,84)","657.854 (-705.884,28)"
8/5/2019,"1.465,58 (-1.158,91)","670.557 (-693.180,98)"
8/6/2019,"1.471,27 (-1.153,22)","678.506 (-685.232,41)"
8/7/2019,"1.505,73 (-1.118,76)","691.058 (-672.680,80)"
8/8/2019,"1.496,30 (-1.128,19)","684.613 (-679.125,43)"
8/9/2019,"1.498,70 (-1.125,79)","683.976 (-679.761,98)"
8/10/2019,"1.497,35 (-1.127,14)","683.360 (-680.378,09)"
8/11/2019,"1.497,35 (-1.127,14)","683.360 (-680.378,09)"
8/12/2019,"1.506,03 (-1.118,46)","688.532 (-675.206,21)"
8/13/2019,"1.502,04 (-1.122,45)","689.750 (-673.988,00)"
8/14/2019,"1.522,41 (-1.102,08)","696.706 (-667.032,29)"
8/15/2019,"1.520,70 (-1.103,79)","698.955 (-664.783,57)"
8/16/2019,"1.513,29 (-1.111,20)","693.700 (-670.038,23)"
8/17/2019,"1.513,59 (-1.110,90)","693.838 (-669.900,71)"
8/18/2019,"1.513,59 (-1.110,90)","693.838 (-669.900,71)"
8/19/2019,"1.501,98 (-1.122,51)","685.860 (-677.878,73)"
8/20/2019,"1.504,83 (-1.119,66)","690.016 (-673.722,81)"
8/21/2019,"1.505,82 (-1.118,67)","690.324 (-673.414,11)"
8/22/2019,"1.498,87 (-1.125,62)","685.933 (-677.804,99)"
8/23/2019,"1.526,81 (-1.097,68)","699.456 (-664.282,38)"
8/24/2019,"1.526,70 (-1.097,79)","699.406 (-664.332,78)"
8/25/2019,"1.526,70 (-1.097,79)","699.406 (-664.332,78)"
8/26/2019,"1.529,04 (-1.095,45)","701.068 (-662.670,87)"
8/27/2019,"1.542,48 (-1.082,01)","705.940 (-657.797,99)"
8/28/2019,"1.537,18 (-1.087,31)","704.899 (-658.839,82)"
8/29/2019,"1.528,15 (-1.096,34)","700.316 (-663.422,85)"
8/30/2019,"1.524,05 (-1.100,44)","697.604 (-666.134,78)"
8/31/2019,"1.520,47 (-1.104,02)","695.965 (-667.773,45)"
9/1/2019,"1.520,47 (-1.104,02)","695.965 (-667.773,45)"
9/2/2019,"1.529,85 (-1.094,64)","697.947 (-665.791,67)"
9/3/2019,"1.545,09 (-1.079,40)","706.241 (-657.497,65)"
9/4/2019,"1.547,39 (-1.077,10)","707.342 (-656.396,60)"
9/5/2019,"1.518,02 (-1.106,47)","690.744 (-672.994,55)"
9/6/2019,"1.515,10 (-1.109,39)","688.782 (-674.956,49)"
9/7/2019,"1.506,24 (-1.118,25)","684.754 (-678.984,34)"
9/8/2019,"1.506,24 (-1.118,25)","684.754 (-678.984,34)"
9/9/2019,"1.503,44 (-1.121,05)","681.161 (-682.577,42)"
9/10/2019,"1.491,11 (-1.133,38)","672.650 (-691.088,11)"
9/11/2019,"1.493,80 (-1.130,69)","675.401 (-688.337,77)"
9/12/2019,"1.498,15 (-1.126,34)","676.838 (-686.900,82)"
9/13/2019,"1.490,72 (-1.133,77)","668.592 (-695.146,19)"
9/14/2019,"1.488,60 (-1.135,89)","667.641 (-696.097,02)"
9/15/2019,"1.488,60 (-1.135,89)","667.641 (-696.097,02)"
9/16/2019,"1.503,07 (-1.121,42)","677.514 (-686.224,44)"
9/17/2019,"1.506,00 (-1.118,49)","682.708 (-681.030,21)"
9/18/2019,"1.508,54 (-1.115,95)","682.890 (-680.848,78)"
9/19/2019,"1.499,06 (-1.125,43)","679.514 (-684.224,49)"
9/20/2019,"1.503,45 (-1.121,04)","680.827 (-682.911,25)"
9/21/2019,"1.516,70 (-1.107,79)","686.827 (-676.911,07)"
9/22/2019,"1.516,70 (-1.107,79)","686.827 (-676.911,07)"
9/23/2019,"1.523,10 (-1.101,39)","689.334 (-674.404,63)"
9/24/2019,"1.535,06 (-1.089,43)","695.833 (-667.905,93)"
9/25/2019,"1.505,85 (-1.118,64)","684.286 (-679.452,13)"
9/26/2019,"1.507,20 (-1.117,29)","686.257 (-677.481,85)"
9/27/2019,"1.500,39 (-1.124,10)","684.844 (-678.894,22)"
9/28/2019,"1.497,11 (-1.127,38)","683.347 (-680.391,36)"
9/29/2019,"1.497,11 (-1.127,38)","683.347 (-680.391,36)"
9/30/2019,"1.470,50 (-1.153,99)","670.114 (-693.624,72)"
10/1/2019,"1.222,33 (-1.402,16)","563.506 (-800.232,65)"
10/2/2019,"1.222,33 (-1.402,16)","563.506 (-800.232,65)"
10/3/2019,"1.233,88 (-1.390,61)","565.379 (-798.359,29)"
10/4/2019,"1.238,70 (-1.385,79)","569.221 (-794.517,88)"
10/5/2019,"1.237,75 (-1.386,74)","572.366 (-791.372,92)"
10/6/2019,"1.241,44 (-1.383,05)","579.021 (-784.717,33)"
10/7/2019,"1.245,77 (-1.378,72)","582.322 (-781.416,09)"
10/8/2019,"1.248,66 (-1.375,83)","583.673 (-780.065,19)"
10/9/2019,"1.248,66 (-1.375,83)","583.673 (-780.065,19)"
10/10/2019,"1.495,41 (-1.129,08)","680.648 (-683.090,45)"
10/11/2019,"1.484,55 (-1.139,94)","674.846 (-688.892,60)"
10/12/2019,"1.488,93 (-1.135,56)","676.837 (-686.901,54)"
10/13/2019,"1.488,93 (-1.135,56)","676.837 (-686.901,54)"
10/14/2019,"1.493,05 (-1.131,44)","678.086 (-685.652,71)"
10/15/2019,"1.480,64 (-1.143,85)","673.116 (-690.622,40)"
10/16/2019,"1.488,82 (-1.135,67)","679.085 (-684.653,94)"
10/17/2019,"1.495,72 (-1.128,77)","681.510 (-682.228,03)"
10/18/2019,"1.491,98 (-1.132,51)","678.271 (-685.467,11)"
10/19/2019,"1.490,19 (-1.134,30)","677.458 (-686.280,86)"
10/20/2019,"1.490,19 (-1.134,30)","677.458 (-686.280,86)"
10/21/2019,"1.485,15 (-1.139,34)","674.784 (-688.954,09)"
10/22/2019,"1.484,24 (-1.140,25)","670.840 (-692.898,79)"
10/23/2019,"1.492,18 (-1.132,31)","674.093 (-689.645,93)"
10/24/2019,"1.500,83 (-1.123,66)","675.346 (-688.392,20)"
10/25/2019,"1.502,83 (-1.121,66)","679.532 (-684.206,67)"
10/26/2019,"1.504,42 (-1.120,07)","680.251 (-683.487,72)"
10/27/2019,"1.504,42 (-1.120,07)","680.251 (-683.487,72)"
10/28/2019,"1.492,70 (-1.131,79)","672.984 (-690.754,78)"
10/29/2019,"1.488,99 (-1.135,50)","671.550 (-692.188,07)"
10/30/2019,"1.493,86 (-1.130,63)","674.515 (-689.223,19)"
10/31/2019,"1.511,69 (-1.112,80)","680.816 (-682.922,17)"
11/1/2019,"1.282,85 (-1.341,64)","597.263 (-766.475,62)"
11/2/2019,"1.284,92 (-1.339,57)","597.566 (-766.172,85)"
11/3/2019,"1.288,98 (-1.335,51)","599.827 (-763.911,73)"
11/4/2019,"1.285,53 (-1.338,96)","593.096 (-770.642,20)"
11/5/2019,"1.284,96 (-1.339,53)","592.833 (-770.905,18)"
11/6/2019,"1.284,96 (-1.339,53)","592.833 (-770.905,18)"
11/7/2019,"1.287,56 (-1.336,93)","594.033 (-769.705,64)"
11/8/2019,"1.284,74 (-1.339,75)","579.555 (-784.183,09)"
11/9/2019,"1.288,72 (-1.335,77)","585.038 (-778.700,12)"
11/10/2019,"1.458,90 (-1.165,59)","657.604 (-706.134,22)"
11/11/2019,"1.455,01 (-1.169,48)","656.786 (-706.952,06)"
11/12/2019,"1.453,68 (-1.170,81)","657.075 (-706.663,95)"
11/13/2019,"1.462,60 (-1.161,89)","662.187 (-701.550,97)"
11/14/2019,"1.473,53 (-1.150,96)","667.894 (-695.844,44)"
11/15/2019,"1.465,70 (-1.158,79)","662.979 (-700.759,58)"
11/16/2019,"1.468,00 (-1.156,49)","664.019 (-699.719,23)"
11/17/2019,"1.468,00 (-1.156,49)","664.019 (-699.719,23)"
11/18/2019,"1.471,58 (-1.152,91)","665.922 (-697.816,01)"
11/19/2019,"1.472,32 (-1.152,17)","667.015 (-696.723,77)"
11/20/2019,"1.467,28 (-1.157,21)","665.014 (-698.724,03)"
11/21/2019,"1.469,04 (-1.155,45)","666.520 (-697.218,35)"
11/22/2019,"1.463,56 (-1.160,93)","663.469 (-700.269,35)"
11/23/2019,"1.462,36 (-1.162,13)","662.925 (-700.813,34)"
11/24/2019,"1.462,36 (-1.162,13)","662.925 (-700.813,34)"
11/25/2019,"1.457,54 (-1.166,95)","660.319 (-703.419,65)"
11/26/2019,"1.458,48 (-1.166,01)","660.745 (-702.993,79)"
11/27/2019,"1.455,03 (-1.169,46)","659.415 (-704.323,34)"
